hourstamp,slot,hour,price_ct,floor_ct,spot_ct,forecast_kwh,forecast_lower,forecast_upper,margin_eur
2026-06-29 00:00:00,0,0,30.17,23.86,9.396,12.14,11.46,12.86,0.77
2026-06-29 00:15:00,1,0,26.81,23.65,9.189,12.5,11.73,13.33,0.39
2026-06-29 00:30:00,2,0,23.53,23.53,9.061,5.91,5.51,6.35,0.0
2026-06-29 00:45:00,3,0,23.41,23.41,8.941,1.61,1.5,1.73,0.0
2026-06-29 01:00:00,4,1,23.28,23.28,8.811,1.24,1.15,1.33,0.0
2026-06-29 01:15:00,5,1,23.16,23.16,8.693,1.19,1.11,1.28,0.0
2026-06-29 01:30:00,6,1,23.11,23.11,8.646,1.19,1.11,1.28,0.0
2026-06-29 01:45:00,7,1,23.04,23.04,8.578,1.14,1.06,1.23,0.0
2026-06-29 02:00:00,8,2,23.0,23.0,8.532,1.17,1.09,1.26,0.0
2026-06-29 02:15:00,9,2,22.93,22.93,8.466,1.22,1.13,1.31,0.0
2026-06-29 02:30:00,10,2,22.92,22.92,8.456,1.19,1.1,1.27,0.0
2026-06-29 02:45:00,11,2,22.91,22.91,8.441,1.22,1.13,1.31,0.0
2026-06-29 03:00:00,12,3,22.82,22.82,8.353,1.16,1.08,1.24,0.0
2026-06-29 03:15:00,13,3,22.83,22.83,8.362,1.19,1.11,1.28,0.0
2026-06-29 03:30:00,14,3,22.88,22.88,8.417,1.18,1.1,1.26,0.0
2026-06-29 03:45:00,15,3,22.93,22.93,8.468,1.25,1.16,1.34,0.0
2026-06-29 04:00:00,16,4,22.93,22.93,8.461,1.18,1.1,1.27,0.0
2026-06-29 04:15:00,17,4,23.01,23.01,8.543,1.24,1.15,1.33,0.0
2026-06-29 04:30:00,18,4,23.18,23.18,8.719,1.73,1.61,1.85,0.0
2026-06-29 04:45:00,19,4,23.4,23.4,8.932,4.11,3.83,4.42,0.0
2026-06-29 05:00:00,20,5,23.43,23.43,8.963,1.1,1.03,1.18,0.0
2026-06-29 05:15:00,21,5,23.77,23.77,9.305,1.92,1.79,2.06,0.0
2026-06-29 05:30:00,22,5,24.06,24.06,9.594,0.94,0.88,1.01,0.0
2026-06-29 05:45:00,23,5,24.43,24.43,9.962,3.42,3.19,3.66,0.0
2026-06-29 06:00:00,24,6,25.06,25.06,10.59,7.61,7.11,8.14,0.0
2026-06-29 06:15:00,25,6,25.39,25.39,10.924,9.04,8.46,9.67,0.0
2026-06-29 06:30:00,26,6,28.64,25.53,11.065,13.27,12.49,14.09,0.41
2026-06-29 06:45:00,27,6,34.87,25.54,11.074,12.64,12.04,13.26,1.18
2026-06-29 07:00:00,28,7,26.48,26.48,12.011,3.73,3.27,4.26,0.0
2026-06-29 07:15:00,29,7,26.33,26.33,11.861,3.77,3.31,4.31,0.0
2026-06-29 07:30:00,30,7,26.13,26.13,11.668,7.21,6.31,8.24,0.0
2026-06-29 07:45:00,31,7,25.71,25.71,11.243,12.07,10.55,13.82,0.0
2026-06-29 08:00:00,32,8,60.21,26.15,11.68,11.71,11.66,11.77,3.99
2026-06-29 08:15:00,33,8,25.59,25.59,11.12,12.24,10.69,14.01,0.0
2026-06-29 08:30:00,34,8,25.11,25.11,10.64,10.33,9.0,11.85,0.0
2026-06-29 08:45:00,35,8,24.51,24.51,10.046,11.02,9.58,12.67,0.0
2026-06-29 09:00:00,36,9,24.08,24.08,9.615,12.57,10.91,14.48,0.0
2026-06-29 09:15:00,37,9,36.11,23.46,8.993,12.46,11.35,13.67,1.58
2026-06-29 09:30:00,38,9,23.03,23.03,8.56,12.73,11.0,14.72,0.0
2026-06-29 09:45:00,39,9,22.6,22.6,8.134,10.08,8.7,11.69,0.0
2026-06-29 10:00:00,40,10,57.15,21.93,7.465,11.3,11.23,11.36,3.98
2026-06-29 10:15:00,41,10,53.66,21.55,7.086,11.06,10.88,11.25,3.55
2026-06-29 10:30:00,42,10,53.48,21.31,6.845,11.59,11.4,11.79,3.73
2026-06-29 10:45:00,43,10,50.07,21.06,6.591,12.25,11.92,12.59,3.55
2026-06-29 11:00:00,44,11,52.87,20.49,6.024,11.96,11.74,12.19,3.87
2026-06-29 11:15:00,45,11,55.95,20.28,5.817,11.8,11.69,11.91,4.21
2026-06-29 11:30:00,46,11,59.0,20.18,5.712,10.96,10.96,10.96,4.25
2026-06-29 11:45:00,47,11,55.8,20.06,5.597,11.13,11.02,11.24,3.98
2026-06-29 12:00:00,48,12,58.7,19.57,5.1,11.48,11.47,11.49,4.49
2026-06-29 12:15:00,49,12,59.0,19.44,4.975,11.74,11.74,11.74,4.64
2026-06-29 12:30:00,50,12,58.59,19.42,4.953,11.02,11.0,11.03,4.32
2026-06-29 12:45:00,51,12,52.03,19.37,4.905,10.91,10.68,11.15,3.56
2026-06-29 13:00:00,52,13,48.41,18.92,4.449,11.71,11.34,12.1,3.45
2026-06-29 13:15:00,53,13,55.07,19.06,4.597,11.78,11.64,11.93,4.24
2026-06-29 13:30:00,54,13,58.43,19.19,4.726,11.15,11.13,11.17,4.37
2026-06-29 13:45:00,55,13,58.57,19.38,4.917,11.63,11.61,11.64,4.56
2026-06-29 14:00:00,56,14,58.44,19.2,4.731,11.24,11.22,11.26,4.41
2026-06-29 14:15:00,57,14,55.43,19.56,5.091,10.87,10.75,10.99,3.9
2026-06-29 14:30:00,58,14,58.95,19.93,5.465,11.25,11.24,11.25,4.39
2026-06-29 14:45:00,59,14,56.02,20.37,5.906,11.57,11.46,11.68,4.12
2026-06-29 15:00:00,60,15,52.86,20.49,6.02,11.75,11.47,12.03,3.8
2026-06-29 15:15:00,61,15,59.72,21.02,6.557,11.72,11.69,11.75,4.53
2026-06-29 15:30:00,62,15,53.6,21.47,7.002,11.65,11.4,11.89,3.74
2026-06-29 15:45:00,63,15,50.82,22.03,7.561,11.8,11.43,12.18,3.4
2026-06-29 16:00:00,64,16,63.79,22.29,7.822,11.82,11.6,12.04,4.91
2026-06-29 16:15:00,65,16,70.5,22.8,8.333,11.96,11.44,12.51,5.71
2026-06-29 16:30:00,66,16,58.09,23.22,8.755,11.7,11.66,11.74,4.08
2026-06-29 16:45:00,67,16,71.06,23.7,9.233,11.89,11.34,12.46,5.63
2026-06-29 17:00:00,68,17,24.66,24.66,10.193,16.04,14.26,18.04,0.0
2026-06-29 17:15:00,69,17,24.94,24.94,10.475,17.71,15.77,19.9,0.0
2026-06-29 17:30:00,70,17,25.28,25.28,10.81,17.08,15.22,19.17,0.0
2026-06-29 17:45:00,71,17,25.64,25.64,11.169,16.28,14.52,18.25,0.0
2026-06-29 18:00:00,72,18,26.77,26.77,12.304,18.59,16.65,20.76,0.0
2026-06-29 18:15:00,73,18,26.81,26.81,12.339,17.16,15.37,19.16,0.0
2026-06-29 18:30:00,74,18,26.98,26.98,12.511,13.24,11.86,14.77,0.0
2026-06-29 18:45:00,75,18,27.08,27.08,12.61,11.96,10.72,13.34,0.0
2026-06-29 19:00:00,76,19,28.01,28.01,13.539,12.53,11.27,13.94,0.0
2026-06-29 19:15:00,77,19,27.83,27.83,13.364,14.22,12.78,15.82,0.0
2026-06-29 19:30:00,78,19,27.72,27.72,13.254,15.01,13.49,16.71,0.0
2026-06-29 19:45:00,79,19,33.85,27.74,13.275,11.8,10.83,12.86,0.72
2026-06-29 20:00:00,80,20,58.42,27.89,13.423,11.82,11.8,11.83,3.61
2026-06-29 20:15:00,81,20,58.21,27.61,13.142,11.87,11.85,11.89,3.63
2026-06-29 20:30:00,82,20,48.84,27.38,12.914,12.06,11.8,12.32,2.59
2026-06-29 20:45:00,83,20,48.55,27.03,12.56,11.09,10.84,11.34,2.39
2026-06-29 21:00:00,84,21,45.24,26.76,12.291,11.11,10.78,11.44,2.05
2026-06-29 21:15:00,85,21,44.87,26.32,11.849,11.28,10.95,11.63,2.09
2026-06-29 21:30:00,86,21,38.43,26.04,11.572,12.55,12.01,13.12,1.56
2026-06-29 21:45:00,87,21,34.99,25.66,11.198,10.97,10.42,11.55,1.02
2026-06-29 22:00:00,88,22,28.59,25.48,11.015,12.06,11.3,12.87,0.38
2026-06-29 22:15:00,89,22,25.06,25.06,10.599,11.56,10.75,12.43,0.0
2026-06-29 22:30:00,90,22,24.85,24.85,10.386,12.31,11.44,13.25,0.0
2026-06-29 22:45:00,91,22,24.51,24.51,10.045,11.09,10.3,11.94,0.0
2026-06-29 23:00:00,92,23,24.36,24.36,9.894,10.97,10.18,11.81,0.0
2026-06-29 23:15:00,93,23,24.1,24.1,9.637,9.91,9.2,10.68,0.0
2026-06-29 23:30:00,94,23,23.92,23.92,9.456,11.81,10.96,12.73,0.0
2026-06-29 23:45:00,95,23,23.72,23.72,9.258,9.86,9.15,10.64,0.0
