hourstamp,slot,hour,price_ct,floor_ct,spot_ct,forecast_kwh,forecast_lower,forecast_upper,margin_eur
2026-08-11 00:00:00,0,0,27.02,23.86,9.396,12.22,11.86,12.59,0.39
2026-08-11 00:15:00,1,0,23.65,23.65,9.189,8.18,7.92,8.46,0.0
2026-08-11 00:30:00,2,0,23.53,23.53,9.061,2.45,2.37,2.53,0.0
2026-08-11 00:45:00,3,0,23.41,23.41,8.941,5.93,5.74,6.13,0.0
2026-08-11 01:00:00,4,1,23.28,23.28,8.811,1.01,0.98,1.05,0.0
2026-08-11 01:15:00,5,1,23.16,23.16,8.693,0.91,0.88,0.94,0.0
2026-08-11 01:30:00,6,1,23.11,23.11,8.646,0.93,0.9,0.96,0.0
2026-08-11 01:45:00,7,1,23.04,23.04,8.578,0.91,0.88,0.94,0.0
2026-08-11 02:00:00,8,2,23.0,23.0,8.532,0.96,0.93,0.99,0.0
2026-08-11 02:15:00,9,2,22.93,22.93,8.466,2.19,2.11,2.26,0.0
2026-08-11 02:30:00,10,2,22.92,22.92,8.456,5.3,5.13,5.48,0.0
2026-08-11 02:45:00,11,2,22.91,22.91,8.441,3.43,3.31,3.54,0.0
2026-08-11 03:00:00,12,3,22.82,22.82,8.353,1.53,1.48,1.58,0.0
2026-08-11 03:15:00,13,3,22.83,22.83,8.362,0.98,0.95,1.02,0.0
2026-08-11 03:30:00,14,3,22.88,22.88,8.417,0.96,0.93,0.99,0.0
2026-08-11 03:45:00,15,3,22.93,22.93,8.468,0.92,0.89,0.95,0.0
2026-08-11 04:00:00,16,4,22.93,22.93,8.461,0.97,0.93,1.0,0.0
2026-08-11 04:15:00,17,4,23.01,23.01,8.543,0.9,0.87,0.93,0.0
2026-08-11 04:30:00,18,4,23.18,23.18,8.719,0.94,0.91,0.98,0.0
2026-08-11 04:45:00,19,4,23.4,23.4,8.932,3.32,3.22,3.44,0.0
2026-08-11 05:00:00,20,5,23.43,23.43,8.963,2.67,2.58,2.76,0.0
2026-08-11 05:15:00,21,5,23.77,23.77,9.305,0.86,0.83,0.89,0.0
2026-08-11 05:30:00,22,5,24.06,24.06,9.594,0.81,0.79,0.84,0.0
2026-08-11 05:45:00,23,5,24.43,24.43,9.962,4.83,4.67,4.98,0.0
2026-08-11 06:00:00,24,6,31.3,25.06,10.59,10.61,10.34,10.89,0.66
2026-08-11 06:15:00,25,6,28.51,25.39,10.924,12.37,12.03,12.73,0.39
