hourstamp,slot,hour,price_ct,floor_ct,spot_ct,forecast_kwh,forecast_lower,forecast_upper,margin_eur
2026-06-10 00:00:00,0,0,30.17,23.86,9.396,10.15,9.14,11.29,0.64
2026-06-10 00:15:00,1,0,23.65,23.65,9.189,9.27,8.15,10.55,0.0
2026-06-10 00:30:00,2,0,23.53,23.53,9.061,4.58,4.02,5.21,0.0
2026-06-10 00:45:00,3,0,23.41,23.41,8.941,0.76,0.67,0.86,0.0
2026-06-10 01:00:00,4,1,23.28,23.28,8.811,5.58,4.9,6.36,0.0
2026-06-10 01:15:00,5,1,23.16,23.16,8.693,3.93,3.45,4.48,0.0
2026-06-10 01:30:00,6,1,23.11,23.11,8.646,1.28,1.13,1.47,0.0
2026-06-10 01:45:00,7,1,23.04,23.04,8.578,5.57,4.88,6.36,0.0
2026-06-10 02:00:00,8,2,23.0,23.0,8.532,4.27,3.75,4.88,0.0
2026-06-10 02:15:00,9,2,22.93,22.93,8.466,6.51,5.71,7.43,0.0
2026-06-10 02:30:00,10,2,22.92,22.92,8.456,6.64,5.82,7.58,0.0
2026-06-10 02:45:00,11,2,22.91,22.91,8.441,1.82,1.59,2.08,0.0
2026-06-10 03:00:00,12,3,22.82,22.82,8.353,0.9,0.79,1.03,0.0
2026-06-10 03:15:00,13,3,22.83,22.83,8.362,1.89,1.66,2.16,0.0
2026-06-10 03:30:00,14,3,22.88,22.88,8.417,2.3,2.02,2.63,0.0
2026-06-10 03:45:00,15,3,22.93,22.93,8.468,3.15,2.76,3.59,0.0
2026-06-10 04:00:00,16,4,22.93,22.93,8.461,2.57,2.25,2.93,0.0
2026-06-10 04:15:00,17,4,23.01,23.01,8.543,2.13,1.86,2.43,0.0
2026-06-10 04:30:00,18,4,23.18,23.18,8.719,1.94,1.7,2.21,0.0
2026-06-10 04:45:00,19,4,23.4,23.4,8.932,1.06,0.93,1.21,0.0
2026-06-10 05:00:00,20,5,23.43,23.43,8.963,4.03,3.54,4.59,0.0
2026-06-10 05:15:00,21,5,23.77,23.77,9.305,1.03,0.9,1.17,0.0
2026-06-10 05:30:00,22,5,24.06,24.06,9.594,0.72,0.63,0.82,0.0
2026-06-10 05:45:00,23,5,24.43,24.43,9.962,0.74,0.65,0.84,0.0
2026-06-10 06:00:00,24,6,25.06,25.06,10.59,2.58,2.28,2.93,0.0
2026-06-10 06:15:00,25,6,25.39,25.39,10.924,10.67,9.44,12.07,0.0
2026-06-10 06:30:00,26,6,25.53,25.53,11.065,10.7,9.46,12.09,0.0
2026-06-10 06:45:00,27,6,28.65,25.54,11.074,9.85,8.81,11.0,0.31
2026-06-10 07:00:00,28,7,26.48,26.48,12.011,1.33,1.05,1.68,0.0
2026-06-10 07:15:00,29,7,26.33,26.33,11.861,3.06,2.42,3.87,0.0
2026-06-10 07:30:00,30,7,26.13,26.13,11.668,5.48,4.32,6.94,0.0
2026-06-10 07:45:00,31,7,59.89,25.71,11.243,9.41,9.35,9.47,3.22
2026-06-10 08:00:00,32,8,97.36,26.15,11.68,8.91,6.76,11.75,6.35
2026-06-10 08:15:00,33,8,81.57,25.59,11.12,9.17,7.79,10.79,5.13
2026-06-10 08:30:00,34,8,68.82,25.11,10.64,9.31,8.68,10.0,4.07
2026-06-10 08:45:00,35,8,24.51,24.51,10.046,9.66,7.53,12.39,0.0
2026-06-10 09:00:00,36,9,46.12,24.08,9.615,9.6,8.75,10.53,2.12
2026-06-10 09:15:00,37,9,23.46,23.46,8.993,9.81,7.59,12.68,0.0
2026-06-10 09:30:00,38,9,23.03,23.03,8.56,7.61,5.87,9.86,0.0
2026-06-10 09:45:00,39,9,41.71,22.6,8.134,9.72,8.58,11.01,1.86
2026-06-10 10:00:00,40,10,57.15,21.93,7.465,9.37,9.28,9.45,3.3
2026-06-10 10:15:00,41,10,56.88,21.55,7.086,9.44,9.34,9.55,3.34
2026-06-10 10:30:00,42,10,56.7,21.31,6.845,9.65,9.54,9.77,3.42
2026-06-10 10:45:00,43,10,56.52,21.06,6.591,8.99,8.87,9.1,3.19
2026-06-10 11:00:00,44,11,52.87,20.49,6.024,8.81,8.54,9.09,2.85
2026-06-10 11:15:00,45,11,49.47,20.28,5.817,10.17,9.69,10.67,2.97
2026-06-10 11:30:00,46,11,52.63,20.18,5.712,8.64,8.37,8.93,2.81
2026-06-10 11:45:00,47,11,55.8,20.06,5.597,9.02,8.87,9.16,3.22
2026-06-10 12:00:00,48,12,58.7,19.57,5.1,9.5,9.49,9.52,3.72
2026-06-10 12:15:00,49,12,58.61,19.44,4.975,9.33,9.31,9.35,3.66
2026-06-10 12:30:00,50,12,58.59,19.42,4.953,9.32,9.3,9.34,3.65
2026-06-10 12:45:00,51,12,58.56,19.37,4.905,9.22,9.2,9.24,3.61
2026-06-10 13:00:00,52,13,54.96,18.92,4.449,9.62,9.43,9.82,3.47
2026-06-10 13:15:00,53,13,58.34,19.06,4.597,9.43,9.4,9.46,3.71
2026-06-10 13:30:00,54,13,58.43,19.19,4.726,8.63,8.6,8.65,3.39
2026-06-10 13:45:00,55,13,55.3,19.38,4.917,10.04,9.85,10.23,3.6
2026-06-10 14:00:00,56,14,58.44,19.2,4.731,9.86,9.83,9.89,3.87
2026-06-10 14:15:00,57,14,58.69,19.56,5.091,9.07,9.06,9.09,3.55
2026-06-10 14:30:00,58,14,58.95,19.93,5.465,10.38,10.38,10.38,4.05
2026-06-10 14:45:00,59,14,62.5,20.37,5.906,9.55,9.38,9.72,4.02
2026-06-10 15:00:00,60,15,65.82,20.49,6.02,9.13,8.7,9.59,4.14
2026-06-10 15:15:00,61,15,62.94,21.02,6.557,9.67,9.4,9.95,4.05
2026-06-10 15:30:00,62,15,60.03,21.47,7.002,9.77,9.7,9.84,3.77
2026-06-10 15:45:00,63,15,66.82,22.03,7.561,9.34,8.83,9.88,4.18
2026-06-10 16:00:00,64,16,70.18,22.29,7.822,9.0,8.31,9.75,4.31
2026-06-10 16:15:00,65,16,76.86,22.8,8.333,8.77,7.71,9.97,4.74
2026-06-10 16:30:00,66,16,83.44,23.22,8.755,8.97,7.53,10.69,5.4
2026-06-10 16:45:00,67,16,86.85,23.7,9.233,8.73,7.14,10.66,5.51
2026-06-10 17:00:00,68,17,150.0,24.66,10.193,12.33,7.53,20.18,15.45
2026-06-10 17:15:00,69,17,150.0,24.94,10.475,14.99,9.15,24.54,18.74
2026-06-10 17:30:00,70,17,150.0,25.28,10.81,15.11,9.23,24.74,18.84
2026-06-10 17:45:00,71,17,150.0,25.64,11.169,13.04,7.96,21.35,16.22
2026-06-10 18:00:00,72,18,150.0,26.77,12.304,11.89,7.26,19.48,14.66
2026-06-10 18:15:00,73,18,150.0,26.81,12.339,10.04,6.13,16.45,12.37
2026-06-10 18:30:00,74,18,150.0,26.98,12.511,10.3,6.29,16.86,12.67
2026-06-10 18:45:00,75,18,150.0,27.08,12.61,11.14,6.8,18.24,13.69
2026-06-10 19:00:00,76,19,150.0,28.01,13.539,12.11,7.4,19.83,14.78
2026-06-10 19:15:00,77,19,150.0,27.83,13.364,11.44,6.99,18.74,13.98
2026-06-10 19:30:00,78,19,150.0,27.72,13.254,9.19,5.61,15.06,11.24
2026-06-10 19:45:00,79,19,143.89,27.74,13.275,9.04,5.71,14.33,10.5
2026-06-10 20:00:00,80,20,61.47,27.89,13.423,9.67,9.59,9.76,3.25
2026-06-10 20:15:00,81,20,61.27,27.61,13.142,9.02,8.95,9.1,3.04
2026-06-10 20:30:00,82,20,61.1,27.38,12.914,9.59,9.52,9.66,3.23
2026-06-10 20:45:00,83,20,54.69,27.03,12.56,9.36,9.22,9.5,2.59
2026-06-10 21:00:00,84,21,51.41,26.76,12.291,9.88,9.62,10.15,2.44
2026-06-10 21:15:00,85,21,51.05,26.32,11.849,9.46,9.2,9.73,2.34
2026-06-10 21:30:00,86,21,47.73,26.04,11.572,8.86,8.52,9.22,1.92
2026-06-10 21:45:00,87,21,44.31,25.66,11.198,8.68,8.24,9.14,1.62
2026-06-10 22:00:00,88,22,44.16,25.48,11.015,8.84,8.39,9.32,1.65
2026-06-10 22:15:00,89,22,37.56,25.06,10.599,8.63,8.0,9.3,1.08
2026-06-10 22:30:00,90,22,27.98,24.85,10.386,9.29,8.33,10.36,0.29
2026-06-10 22:45:00,91,22,24.51,24.51,10.045,9.02,7.99,10.19,0.0
2026-06-10 23:00:00,92,23,24.36,24.36,9.894,6.31,5.58,7.12,0.0
2026-06-10 23:15:00,93,23,24.1,24.1,9.637,5.59,4.95,6.32,0.0
2026-06-10 23:30:00,94,23,23.92,23.92,9.456,8.6,7.6,9.72,0.0
2026-06-10 23:45:00,95,23,23.72,23.72,9.258,8.43,7.45,9.54,0.0
