hourstamp,slot,hour,price_ct,floor_ct,spot_ct,forecast_kwh,forecast_lower,forecast_upper,margin_eur
2026-06-03 00:00:00,0,0,39.63,23.86,9.396,7.44,4.93,11.22,1.17
2026-06-03 00:15:00,1,0,33.13,23.65,9.189,7.55,4.36,13.08,0.72
2026-06-03 00:30:00,2,0,23.53,23.53,9.061,8.43,3.97,17.92,0.0
2026-06-03 00:45:00,3,0,23.41,23.41,8.941,1.39,0.65,2.96,0.0
2026-06-03 01:00:00,4,1,26.44,23.28,8.811,7.8,3.9,15.57,0.25
2026-06-03 01:15:00,5,1,23.16,23.16,8.693,7.38,3.44,15.8,0.0
2026-06-03 01:30:00,6,1,23.11,23.11,8.646,2.34,1.09,5.01,0.0
2026-06-03 01:45:00,7,1,26.22,23.04,8.578,7.77,3.87,15.59,0.25
2026-06-03 02:00:00,8,2,23.0,23.0,8.532,8.0,3.72,17.19,0.0
2026-06-03 02:15:00,9,2,29.29,22.93,8.466,6.98,3.71,13.13,0.44
2026-06-03 02:30:00,10,2,29.28,22.92,8.456,7.11,3.78,13.36,0.45
2026-06-03 02:45:00,11,2,22.91,22.91,8.441,3.37,1.56,7.25,0.0
2026-06-03 03:00:00,12,3,22.82,22.82,8.353,1.7,0.79,3.66,0.0
2026-06-03 03:15:00,13,3,22.83,22.83,8.362,3.5,1.62,7.55,0.0
2026-06-03 03:30:00,14,3,22.88,22.88,8.417,4.26,1.98,9.17,0.0
2026-06-03 03:45:00,15,3,22.93,22.93,8.468,5.95,2.76,12.8,0.0
2026-06-03 04:00:00,16,4,22.93,22.93,8.461,4.83,2.24,10.39,0.0
2026-06-03 04:15:00,17,4,23.01,23.01,8.543,3.93,1.83,8.45,0.0
2026-06-03 04:30:00,18,4,23.18,23.18,8.719,3.62,1.69,7.75,0.0
2026-06-03 04:45:00,19,4,23.4,23.4,8.932,1.95,0.92,4.16,0.0
2026-06-03 05:00:00,20,5,23.43,23.43,8.963,7.49,3.52,15.94,0.0
2026-06-03 05:15:00,21,5,23.77,23.77,9.305,1.88,0.89,3.97,0.0
2026-06-03 05:30:00,22,5,24.06,24.06,9.594,1.33,0.63,2.79,0.0
2026-06-03 05:45:00,23,5,24.43,24.43,9.962,1.34,0.64,2.79,0.0
2026-06-03 06:00:00,24,6,25.06,25.06,10.59,4.68,2.28,9.63,0.0
2026-06-03 06:15:00,25,6,34.74,25.39,10.924,8.59,5.13,14.38,0.8
2026-06-03 06:30:00,26,6,34.87,25.53,11.065,8.58,5.14,14.32,0.8
2026-06-03 06:45:00,27,6,37.99,25.54,11.074,7.47,4.78,11.68,0.93
2026-06-03 07:00:00,28,7,150.0,26.48,12.011,0.82,0.21,3.2,1.01
