hourstamp,slot,hour,price_ct,floor_ct,spot_ct,forecast_kwh,forecast_lower,forecast_upper,margin_eur
2026-08-13 00:00:00,0,0,23.86,23.86,9.396,14.99,14.5,15.49,0.0
2026-08-13 00:15:00,1,0,23.65,23.65,9.189,9.94,9.62,10.28,0.0
2026-08-13 00:30:00,2,0,23.53,23.53,9.061,13.3,12.86,13.76,0.0
2026-08-13 00:45:00,3,0,23.41,23.41,8.941,3.4,3.29,3.52,0.0
2026-08-13 01:00:00,4,1,23.28,23.28,8.811,1.25,1.2,1.29,0.0
2026-08-13 01:15:00,5,1,23.16,23.16,8.693,1.48,1.43,1.53,0.0
2026-08-13 01:30:00,6,1,23.11,23.11,8.646,5.05,4.88,5.23,0.0
2026-08-13 01:45:00,7,1,23.04,23.04,8.578,2.51,2.42,2.59,0.0
2026-08-13 02:00:00,8,2,23.0,23.0,8.532,1.81,1.75,1.88,0.0
2026-08-13 02:15:00,9,2,22.93,22.93,8.466,0.94,0.91,0.98,0.0
2026-08-13 02:30:00,10,2,22.92,22.92,8.456,0.9,0.87,0.93,0.0
2026-08-13 02:45:00,11,2,22.91,22.91,8.441,1.0,0.96,1.03,0.0
2026-08-13 03:00:00,12,3,22.82,22.82,8.353,0.91,0.88,0.94,0.0
2026-08-13 03:15:00,13,3,22.83,22.83,8.362,1.48,1.43,1.53,0.0
2026-08-13 03:30:00,14,3,22.88,22.88,8.417,2.97,2.87,3.07,0.0
2026-08-13 03:45:00,15,3,22.93,22.93,8.468,2.75,2.66,2.84,0.0
2026-08-13 04:00:00,16,4,22.93,22.93,8.461,0.96,0.92,0.99,0.0
2026-08-13 04:15:00,17,4,23.01,23.01,8.543,0.93,0.9,0.97,0.0
2026-08-13 04:30:00,18,4,23.18,23.18,8.719,0.97,0.94,1.0,0.0
2026-08-13 04:45:00,19,4,23.4,23.4,8.932,0.88,0.85,0.91,0.0
2026-08-13 05:00:00,20,5,23.43,23.43,8.963,1.11,1.07,1.15,0.0
2026-08-13 05:15:00,21,5,23.77,23.77,9.305,2.97,2.87,3.07,0.0
2026-08-13 05:30:00,22,5,24.06,24.06,9.594,7.05,6.82,7.29,0.0
2026-08-13 05:45:00,23,5,24.43,24.43,9.962,1.88,1.82,1.94,0.0
2026-08-13 06:00:00,24,6,25.06,25.06,10.59,12.1,11.71,12.49,0.0
2026-08-13 06:15:00,25,6,25.39,25.39,10.924,13.33,12.91,13.76,0.0
2026-08-13 06:30:00,26,6,25.53,25.53,11.065,13.01,12.6,13.42,0.0
2026-08-13 06:45:00,27,6,34.87,25.54,11.074,13.33,13.03,13.64,1.24
2026-08-13 07:00:00,28,7,26.48,26.48,12.011,5.21,4.83,5.62,0.0
2026-08-13 07:15:00,29,7,26.33,26.33,11.861,5.37,4.98,5.79,0.0
2026-08-13 07:30:00,30,7,26.13,26.13,11.668,8.55,7.93,9.23,0.0
2026-08-13 07:45:00,31,7,44.35,25.71,11.243,14.05,13.58,14.53,2.62
2026-08-13 08:00:00,32,8,50.92,26.15,11.68,14.14,13.87,14.4,3.5
2026-08-13 08:15:00,33,8,25.59,25.59,11.12,11.63,10.77,12.57,0.0
2026-08-13 08:30:00,34,8,25.11,25.11,10.64,10.46,9.67,11.31,0.0
2026-08-13 08:45:00,35,8,24.51,24.51,10.046,11.17,10.31,12.11,0.0
2026-08-13 09:00:00,36,9,24.08,24.08,9.615,10.66,9.83,11.56,0.0
2026-08-13 09:15:00,37,9,23.46,23.46,8.993,11.61,10.69,12.61,0.0
2026-08-13 09:30:00,38,9,23.03,23.03,8.56,10.23,9.41,11.12,0.0
2026-08-13 09:45:00,39,9,22.6,22.6,8.134,10.7,9.83,11.64,0.0
2026-08-13 10:00:00,40,10,47.54,21.93,7.465,14.53,14.22,14.84,3.72
2026-08-13 10:15:00,41,10,50.45,21.55,7.086,13.62,13.41,13.84,3.94
2026-08-13 10:30:00,42,10,50.27,21.31,6.845,13.8,13.58,14.03,4.0
2026-08-13 10:45:00,43,10,50.07,21.06,6.591,13.55,13.32,13.77,3.93
2026-08-13 11:00:00,44,11,49.63,20.49,6.024,13.02,12.79,13.25,3.79
2026-08-13 11:15:00,45,11,49.47,20.28,5.817,15.09,14.82,15.36,4.4
2026-08-13 11:30:00,46,11,49.39,20.18,5.712,13.91,13.66,14.16,4.06
2026-08-13 11:45:00,47,11,49.3,20.06,5.597,14.63,14.37,14.9,4.28
2026-08-13 12:00:00,48,12,48.91,19.57,5.1,15.29,15.0,15.58,4.49
2026-08-13 12:15:00,49,12,52.08,19.44,4.975,14.58,14.39,14.77,4.76
2026-08-13 12:30:00,50,12,55.33,19.42,4.953,14.14,14.04,14.23,5.08
2026-08-13 12:45:00,51,12,58.56,19.37,4.905,14.23,14.22,14.24,5.58
2026-08-13 13:00:00,52,13,58.24,18.92,4.449,13.52,13.5,13.54,5.32
2026-08-13 13:15:00,53,13,55.07,19.06,4.597,15.29,15.18,15.4,5.5
2026-08-13 13:30:00,54,13,55.16,19.19,4.726,14.35,14.24,14.45,5.16
2026-08-13 13:45:00,55,13,55.3,19.38,4.917,14.64,14.54,14.74,5.26
2026-08-13 14:00:00,56,14,61.71,19.2,4.731,14.03,13.96,14.1,5.96
2026-08-13 14:15:00,57,14,61.95,19.56,5.091,14.53,14.45,14.61,6.16
2026-08-13 14:30:00,58,14,62.2,19.93,5.465,13.42,13.34,13.5,5.67
2026-08-13 14:45:00,59,14,62.5,20.37,5.906,13.69,13.6,13.78,5.77
2026-08-13 15:00:00,60,15,75.53,20.49,6.02,13.8,13.29,14.34,7.6
2026-08-13 15:15:00,61,15,85.51,21.02,6.557,14.06,13.23,14.94,9.06
2026-08-13 15:30:00,62,15,82.52,21.47,7.002,14.53,13.77,15.34,8.87
2026-08-13 15:45:00,63,15,66.82,22.03,7.561,14.22,13.97,14.48,6.37
2026-08-13 16:00:00,64,16,66.99,22.29,7.822,14.45,14.18,14.71,6.46
2026-08-13 16:15:00,65,16,83.22,22.8,8.333,13.89,13.14,14.69,8.39
2026-08-13 16:30:00,66,16,80.27,23.22,8.755,14.57,13.87,15.3,8.31
2026-08-13 16:45:00,67,16,80.53,23.7,9.233,14.04,13.36,14.75,7.98
2026-08-13 17:00:00,68,17,150.0,24.66,10.193,20.87,17.49,24.92,26.16
2026-08-13 17:15:00,69,17,150.0,24.94,10.475,25.16,21.08,30.03,31.47
2026-08-13 17:30:00,70,17,150.0,25.28,10.81,22.73,19.04,27.13,28.35
2026-08-13 17:45:00,71,17,150.0,25.64,11.169,21.19,17.75,25.29,26.36
2026-08-13 18:00:00,72,18,150.0,26.77,12.304,20.13,16.86,24.03,24.81
2026-08-13 18:15:00,73,18,150.0,26.81,12.339,20.78,17.41,24.81,25.6
2026-08-13 18:30:00,74,18,150.0,26.98,12.511,19.31,16.18,23.05,23.75
2026-08-13 18:45:00,75,18,150.0,27.08,12.61,17.62,14.76,21.03,21.66
2026-08-13 19:00:00,76,19,150.0,28.01,13.539,16.95,14.2,20.23,20.68
2026-08-13 19:15:00,77,19,150.0,27.83,13.364,14.63,12.25,17.46,17.87
2026-08-13 19:30:00,78,19,27.72,27.72,13.254,12.06,11.35,12.82,0.0
2026-08-13 19:45:00,79,19,27.74,27.74,13.275,12.71,11.96,13.51,0.0
2026-08-13 20:00:00,80,20,58.42,27.89,13.423,13.19,13.18,13.2,4.03
2026-08-13 20:15:00,81,20,52.09,27.61,13.142,14.77,14.65,14.89,3.62
2026-08-13 20:30:00,82,20,51.9,27.38,12.914,14.66,14.54,14.79,3.6
2026-08-13 20:45:00,83,20,48.55,27.03,12.56,15.09,14.91,15.28,3.25
2026-08-13 21:00:00,84,21,48.32,26.76,12.291,14.11,13.94,14.29,3.04
2026-08-13 21:15:00,85,21,41.78,26.32,11.849,14.57,14.28,14.86,2.25
2026-08-13 21:30:00,86,21,32.24,26.04,11.572,14.85,14.39,15.32,0.92
2026-08-13 21:45:00,87,21,31.88,25.66,11.198,15.36,14.88,15.85,0.95
2026-08-13 22:00:00,88,22,25.48,25.48,11.015,15.4,14.81,16.01,0.0
2026-08-13 22:15:00,89,22,25.06,25.06,10.599,10.7,10.28,11.13,0.0
2026-08-13 22:30:00,90,22,24.85,24.85,10.386,4.81,4.62,5.0,0.0
2026-08-13 22:45:00,91,22,24.51,24.51,10.045,4.05,3.89,4.22,0.0
2026-08-13 23:00:00,92,23,24.36,24.36,9.894,4.69,4.51,4.88,0.0
2026-08-13 23:15:00,93,23,24.1,24.1,9.637,8.54,8.2,8.89,0.0
2026-08-13 23:30:00,94,23,23.92,23.92,9.456,8.38,8.04,8.72,0.0
2026-08-13 23:45:00,95,23,23.72,23.72,9.258,7.69,7.38,8.01,0.0
