hourstamp,slot,hour,price_ct,floor_ct,spot_ct,forecast_kwh,forecast_lower,forecast_upper,margin_eur
2026-08-26 00:00:00,0,0,27.02,23.86,9.396,11.32,11.03,11.62,0.36
2026-08-26 00:15:00,1,0,23.65,23.65,9.189,8.95,8.7,9.22,0.0
2026-08-26 00:30:00,2,0,23.53,23.53,9.061,4.33,4.2,4.45,0.0
2026-08-26 00:45:00,3,0,23.41,23.41,8.941,0.72,0.7,0.75,0.0
2026-08-26 01:00:00,4,1,23.28,23.28,8.811,5.29,5.14,5.45,0.0
2026-08-26 01:15:00,5,1,23.16,23.16,8.693,3.84,3.73,3.95,0.0
2026-08-26 01:30:00,6,1,23.11,23.11,8.646,1.21,1.18,1.25,0.0
2026-08-26 01:45:00,7,1,23.04,23.04,8.578,5.17,5.02,5.33,0.0
2026-08-26 02:00:00,8,2,23.0,23.0,8.532,4.2,4.08,4.33,0.0
2026-08-26 02:15:00,9,2,22.93,22.93,8.466,6.32,6.13,6.5,0.0
2026-08-26 02:30:00,10,2,22.92,22.92,8.456,6.33,6.15,6.52,0.0
2026-08-26 02:45:00,11,2,22.91,22.91,8.441,1.7,1.65,1.75,0.0
2026-08-26 03:00:00,12,3,22.82,22.82,8.353,0.85,0.83,0.88,0.0
2026-08-26 03:15:00,13,3,22.83,22.83,8.362,1.8,1.75,1.86,0.0
2026-08-26 03:30:00,14,3,22.88,22.88,8.417,2.16,2.09,2.22,0.0
2026-08-26 03:45:00,15,3,22.93,22.93,8.468,3.06,2.97,3.16,0.0
2026-08-26 04:00:00,16,4,22.93,22.93,8.461,2.44,2.37,2.51,0.0
2026-08-26 04:15:00,17,4,23.01,23.01,8.543,2.0,1.95,2.06,0.0
2026-08-26 04:30:00,18,4,23.18,23.18,8.719,1.84,1.79,1.9,0.0
2026-08-26 04:45:00,19,4,23.4,23.4,8.932,1.02,0.99,1.05,0.0
2026-08-26 05:00:00,20,5,23.43,23.43,8.963,3.95,3.84,4.07,0.0
2026-08-26 05:15:00,21,5,23.77,23.77,9.305,0.96,0.93,0.99,0.0
2026-08-26 05:30:00,22,5,24.06,24.06,9.594,0.7,0.68,0.72,0.0
2026-08-26 05:45:00,23,5,24.43,24.43,9.962,0.71,0.69,0.73,0.0
2026-08-26 06:00:00,24,6,25.06,25.06,10.59,2.52,2.45,2.59,0.0
2026-08-26 06:15:00,25,6,25.39,25.39,10.924,9.97,9.7,10.25,0.0
2026-08-26 06:30:00,26,6,25.53,25.53,11.065,9.84,9.57,10.11,0.0
2026-08-26 06:45:00,27,6,25.54,25.54,11.074,11.19,10.89,11.5,0.0
2026-08-26 07:00:00,28,7,26.48,26.48,12.011,1.38,1.29,1.48,0.0
2026-08-26 07:15:00,29,7,26.33,26.33,11.861,3.18,2.97,3.41,0.0
2026-08-26 07:30:00,30,7,26.13,26.13,11.668,5.65,5.27,6.05,0.0
2026-08-26 07:45:00,31,7,25.71,25.71,11.243,11.47,10.69,12.31,0.0
2026-08-26 08:00:00,32,8,38.53,26.15,11.68,12.14,11.62,12.67,1.5
2026-08-26 08:15:00,33,8,28.7,25.59,11.12,12.12,11.37,12.93,0.38
2026-08-26 08:30:00,34,8,25.11,25.11,10.64,11.98,11.15,12.88,0.0
2026-08-26 08:45:00,35,8,24.51,24.51,10.046,10.06,9.35,10.82,0.0
2026-08-26 09:00:00,36,9,24.08,24.08,9.615,10.96,10.17,11.8,0.0
2026-08-26 09:15:00,37,9,23.46,23.46,8.993,10.14,9.41,10.94,0.0
2026-08-26 09:30:00,38,9,23.03,23.03,8.56,7.88,7.31,8.51,0.0
2026-08-26 09:45:00,39,9,22.6,22.6,8.134,11.07,10.25,11.96,0.0
2026-08-26 10:00:00,40,10,53.95,21.93,7.465,11.03,10.94,11.13,3.53
2026-08-26 10:15:00,41,10,53.66,21.55,7.086,11.09,10.99,11.19,3.56
2026-08-26 10:30:00,42,10,53.48,21.31,6.845,11.27,11.16,11.37,3.62
2026-08-26 10:45:00,43,10,50.07,21.06,6.591,12.49,12.3,12.68,3.62
2026-08-26 11:00:00,44,11,46.39,20.49,6.024,11.87,11.62,12.12,3.07
2026-08-26 11:15:00,45,11,46.23,20.28,5.817,11.19,10.95,11.43,2.9
2026-08-26 11:30:00,46,11,46.14,20.18,5.712,11.53,11.28,11.78,2.99
2026-08-26 11:45:00,47,11,49.3,20.06,5.597,12.56,12.36,12.77,3.67
2026-08-26 12:00:00,48,12,55.44,19.57,5.1,11.13,11.06,11.19,3.99
2026-08-26 12:15:00,49,12,55.34,19.44,4.975,11.0,10.93,11.07,3.95
2026-08-26 12:30:00,50,12,55.33,19.42,4.953,10.92,10.85,10.99,3.92
2026-08-26 12:45:00,51,12,55.29,19.37,4.905,10.83,10.76,10.9,3.89
2026-08-26 13:00:00,52,13,51.69,18.92,4.449,10.89,10.75,11.02,3.57
2026-08-26 13:15:00,53,13,55.07,19.06,4.597,11.06,10.99,11.14,3.98
2026-08-26 13:30:00,54,13,51.89,19.19,4.726,12.01,11.87,12.16,3.93
2026-08-26 13:45:00,55,13,52.04,19.38,4.917,11.32,11.19,11.46,3.7
2026-08-26 14:00:00,56,14,55.17,19.2,4.731,11.6,11.53,11.68,4.17
2026-08-26 14:15:00,57,14,52.17,19.56,5.091,12.64,12.5,12.79,4.12
2026-08-26 14:30:00,58,14,55.7,19.93,5.465,12.12,12.06,12.19,4.34
2026-08-26 14:45:00,59,14,59.0,20.37,5.906,11.41,11.41,11.41,4.41
2026-08-26 15:00:00,60,15,52.86,20.49,6.02,12.06,11.91,12.21,3.91
2026-08-26 15:15:00,61,15,53.27,21.02,6.557,11.79,11.65,11.93,3.8
2026-08-26 15:30:00,62,15,50.39,21.47,7.002,11.41,11.21,11.61,3.3
2026-08-26 15:45:00,63,15,57.22,22.03,7.561,11.76,11.72,11.81,4.14
2026-08-26 16:00:00,64,16,60.6,22.29,7.822,11.81,11.77,11.85,4.52
2026-08-26 16:15:00,65,16,67.32,22.8,8.333,12.12,11.91,12.33,5.4
2026-08-26 16:30:00,66,16,80.27,23.22,8.755,11.88,11.37,12.41,6.78
