hourstamp,slot,hour,price_ct,floor_ct,spot_ct,forecast_kwh,forecast_lower,forecast_upper,margin_eur
2026-08-26 16:45:00,67,16,83.69,23.7,9.233,12.02,11.42,12.65,7.21
2026-08-26 17:00:00,68,17,24.66,24.66,10.193,17.89,16.84,19.02,0.0
2026-08-26 17:15:00,69,17,24.94,24.94,10.475,21.71,20.44,23.06,0.0
2026-08-26 17:30:00,70,17,25.28,25.28,10.81,21.91,20.64,23.26,0.0
2026-08-26 17:45:00,71,17,25.64,25.64,11.169,19.03,17.94,20.19,0.0
2026-08-26 18:00:00,72,18,26.77,26.77,12.304,17.32,16.36,18.34,0.0
2026-08-26 18:15:00,73,18,26.81,26.81,12.339,14.71,13.9,15.58,0.0
2026-08-26 18:30:00,74,18,26.98,26.98,12.511,14.98,14.15,15.85,0.0
2026-08-26 18:45:00,75,18,27.08,27.08,12.61,16.09,15.2,17.02,0.0
2026-08-26 19:00:00,76,19,28.01,28.01,13.539,17.53,16.6,18.52,0.0
2026-08-26 19:15:00,77,19,27.83,27.83,13.364,16.67,15.77,17.61,0.0
2026-08-26 19:30:00,78,19,27.72,27.72,13.254,13.48,12.75,14.24,0.0
2026-08-26 19:45:00,79,19,27.74,27.74,13.275,12.93,12.24,13.67,0.0
2026-08-26 20:00:00,80,20,58.42,27.89,13.423,11.08,11.08,11.09,3.38
2026-08-26 20:15:00,81,20,55.15,27.61,13.142,11.86,11.81,11.9,3.26
2026-08-26 20:30:00,82,20,54.97,27.38,12.914,12.56,12.51,12.62,3.47
2026-08-26 20:45:00,83,20,48.55,27.03,12.56,12.14,12.02,12.28,2.61
2026-08-26 21:00:00,84,21,45.24,26.76,12.291,12.4,12.23,12.57,2.29
2026-08-26 21:15:00,85,21,44.87,26.32,11.849,11.88,11.71,12.05,2.2
2026-08-26 21:30:00,86,21,41.53,26.04,11.572,11.18,10.98,11.38,1.73
2026-08-26 21:45:00,87,21,38.1,25.66,11.198,11.05,10.82,11.29,1.37
2026-08-26 22:00:00,88,22,34.82,25.48,11.015,12.5,12.2,12.81,1.17
2026-08-26 22:15:00,89,22,28.19,25.06,10.599,12.05,11.68,12.44,0.38
2026-08-26 22:30:00,90,22,24.85,24.85,10.386,9.68,9.35,10.02,0.0
2026-08-26 22:45:00,91,22,24.51,24.51,10.045,8.19,7.91,8.49,0.0
2026-08-26 23:00:00,92,23,24.36,24.36,9.894,5.85,5.65,6.07,0.0
2026-08-26 23:15:00,93,23,24.1,24.1,9.637,5.11,4.93,5.3,0.0
2026-08-26 23:30:00,94,23,23.92,23.92,9.456,7.68,7.41,7.96,0.0
2026-08-26 23:45:00,95,23,23.72,23.72,9.258,7.66,7.39,7.94,0.0
