hourstamp,slot,hour,price_ct,floor_ct,spot_ct,forecast_kwh,forecast_lower,forecast_upper,margin_eur
2026-07-03 00:00:00,0,0,23.86,23.86,9.396,10.17,9.48,10.9,0.0
2026-07-03 00:15:00,1,0,23.65,23.65,9.189,6.77,6.31,7.26,0.0
2026-07-03 00:30:00,2,0,23.53,23.53,9.061,9.44,8.8,10.13,0.0
2026-07-03 00:45:00,3,0,29.74,23.41,8.941,10.15,9.58,10.76,0.64
2026-07-03 01:00:00,4,1,23.28,23.28,8.811,7.68,7.15,8.24,0.0
2026-07-03 01:15:00,5,1,23.16,23.16,8.693,8.58,7.99,9.21,0.0
2026-07-03 01:30:00,6,1,23.11,23.11,8.646,10.61,9.88,11.39,0.0
2026-07-03 01:45:00,7,1,23.04,23.04,8.578,5.54,5.16,5.95,0.0
2026-07-03 02:00:00,8,2,23.0,23.0,8.532,1.04,0.97,1.12,0.0
2026-07-03 02:15:00,9,2,22.93,22.93,8.466,1.09,1.02,1.18,0.0
2026-07-03 02:30:00,10,2,22.92,22.92,8.456,1.07,0.99,1.14,0.0
2026-07-03 02:45:00,11,2,22.91,22.91,8.441,1.03,0.96,1.1,0.0
2026-07-03 03:00:00,12,3,22.82,22.82,8.353,1.1,1.02,1.18,0.0
2026-07-03 03:15:00,13,3,22.83,22.83,8.362,1.08,1.01,1.16,0.0
2026-07-03 03:30:00,14,3,22.88,22.88,8.417,1.11,1.04,1.2,0.0
2026-07-03 03:45:00,15,3,22.93,22.93,8.468,3.11,2.9,3.34,0.0
2026-07-03 04:00:00,16,4,22.93,22.93,8.461,2.9,2.7,3.12,0.0
2026-07-03 04:15:00,17,4,23.01,23.01,8.543,1.92,1.79,2.07,0.0
2026-07-03 04:30:00,18,4,23.18,23.18,8.719,1.07,0.99,1.14,0.0
2026-07-03 04:45:00,19,4,23.4,23.4,8.932,1.09,1.02,1.17,0.0
2026-07-03 05:00:00,20,5,23.43,23.43,8.963,0.93,0.86,0.99,0.0
2026-07-03 05:15:00,21,5,23.77,23.77,9.305,1.0,0.93,1.07,0.0
2026-07-03 05:30:00,22,5,24.06,24.06,9.594,0.86,0.8,0.92,0.0
2026-07-03 05:45:00,23,5,24.43,24.43,9.962,2.01,1.88,2.16,0.0
2026-07-03 06:00:00,24,6,25.06,25.06,10.59,3.71,3.47,3.97,0.0
2026-07-03 06:15:00,25,6,25.39,25.39,10.924,8.14,7.62,8.7,0.0
2026-07-03 06:30:00,26,6,31.75,25.53,11.065,10.07,9.55,10.63,0.63
2026-07-03 06:45:00,27,6,37.99,25.54,11.074,10.33,9.9,10.76,1.29
2026-07-03 07:00:00,28,7,26.48,26.48,12.011,3.6,3.18,4.08,0.0
2026-07-03 07:15:00,29,7,26.33,26.33,11.861,6.66,5.89,7.55,0.0
2026-07-03 07:30:00,30,7,26.13,26.13,11.668,9.6,8.47,10.88,0.0
2026-07-03 07:45:00,31,7,47.46,25.71,11.243,11.25,10.77,11.75,2.45
2026-07-03 08:00:00,32,8,63.3,26.15,11.68,11.08,10.9,11.27,4.12
2026-07-03 08:15:00,33,8,84.68,25.59,11.12,11.12,10.09,12.26,6.57
2026-07-03 08:30:00,34,8,84.43,25.11,10.64,11.12,10.09,12.25,6.6
2026-07-03 08:45:00,35,8,96.67,24.51,10.046,10.98,9.51,12.67,7.92
2026-07-03 09:00:00,36,9,121.67,24.08,9.615,10.92,8.6,13.85,10.65
2026-07-03 09:15:00,37,9,96.22,23.46,8.993,11.07,9.61,12.75,8.05
2026-07-03 09:30:00,38,9,76.99,23.03,8.56,10.99,10.27,11.77,5.93
2026-07-03 09:45:00,39,9,54.45,22.6,8.134,11.21,11.02,11.41,3.57
2026-07-03 10:00:00,40,10,60.35,21.93,7.465,10.99,10.95,11.04,4.22
2026-07-03 10:15:00,41,10,63.3,21.55,7.086,10.39,10.25,10.52,4.34
2026-07-03 10:30:00,42,10,66.35,21.31,6.845,10.39,10.17,10.62,4.68
2026-07-03 10:45:00,43,10,62.96,21.06,6.591,11.91,11.77,12.06,4.99
2026-07-03 11:00:00,44,11,62.58,20.49,6.024,10.3,10.19,10.41,4.34
2026-07-03 11:15:00,45,11,59.2,20.28,5.817,11.79,11.79,11.8,4.59
2026-07-03 11:30:00,46,11,62.37,20.18,5.712,11.67,11.55,11.78,4.92
2026-07-03 11:45:00,47,11,65.54,20.06,5.597,10.58,10.38,10.79,4.81
2026-07-03 12:00:00,48,12,61.96,19.57,5.1,11.74,11.64,11.84,4.98
2026-07-03 12:15:00,49,12,65.14,19.44,4.975,10.39,10.2,10.59,4.75
2026-07-03 12:30:00,50,12,65.12,19.42,4.953,10.7,10.51,10.9,4.89
2026-07-03 12:45:00,51,12,61.83,19.37,4.905,10.77,10.68,10.86,4.57
2026-07-03 13:00:00,52,13,58.24,18.92,4.449,11.73,11.71,11.76,4.61
2026-07-03 13:15:00,53,13,58.34,19.06,4.597,11.59,11.57,11.62,4.55
2026-07-03 13:30:00,54,13,61.7,19.19,4.726,11.38,11.29,11.48,4.84
2026-07-03 13:45:00,55,13,61.83,19.38,4.917,11.94,11.84,12.04,5.07
2026-07-03 14:00:00,56,14,61.71,19.2,4.731,11.23,11.14,11.32,4.77
2026-07-03 14:15:00,57,14,65.21,19.56,5.091,10.89,10.69,11.1,4.97
2026-07-03 14:30:00,58,14,62.2,19.93,5.465,11.76,11.65,11.87,4.97
2026-07-03 14:45:00,59,14,62.5,20.37,5.906,11.4,11.28,11.52,4.8
2026-07-03 15:00:00,60,15,78.77,20.49,6.02,10.82,10.05,11.64,6.3
2026-07-03 15:15:00,61,15,88.74,21.02,6.557,10.52,9.41,11.75,7.12
2026-07-03 15:30:00,62,15,92.16,21.47,7.002,10.46,9.25,11.84,7.4
2026-07-03 15:45:00,63,15,98.81,22.03,7.561,10.39,8.96,12.06,7.98
2026-07-03 16:00:00,64,16,111.69,22.29,7.822,9.98,8.2,12.15,8.92
2026-07-03 16:15:00,65,16,108.66,22.8,8.333,10.02,8.32,12.06,8.6
2026-07-03 16:30:00,66,16,102.46,23.22,8.755,10.23,8.7,12.04,8.11
2026-07-03 16:45:00,67,16,99.48,23.7,9.233,10.31,8.86,11.99,7.81
2026-07-03 17:00:00,68,17,24.66,24.66,10.193,18.27,16.39,20.37,0.0
2026-07-03 17:15:00,69,17,24.94,24.94,10.475,14.66,13.16,16.33,0.0
2026-07-03 17:30:00,70,17,25.28,25.28,10.81,15.95,14.34,17.75,0.0
2026-07-03 17:45:00,71,17,25.64,25.64,11.169,16.95,15.25,18.83,0.0
2026-07-03 18:00:00,72,18,26.77,26.77,12.304,18.5,16.71,20.49,0.0
2026-07-03 18:15:00,73,18,26.81,26.81,12.339,14.36,12.97,15.9,0.0
2026-07-03 18:30:00,74,18,26.98,26.98,12.511,12.38,11.18,13.7,0.0
2026-07-03 18:45:00,75,18,27.08,27.08,12.61,12.45,11.26,13.78,0.0
2026-07-03 19:00:00,76,19,150.0,28.01,13.539,11.26,8.44,15.02,13.74
2026-07-03 19:15:00,77,19,27.83,27.83,13.364,11.44,10.36,12.62,0.0
