hourstamp,slot,hour,price_ct,floor_ct,spot_ct,forecast_kwh,forecast_lower,forecast_upper,margin_eur
2026-06-05 20:30:00,82,20,54.97,27.38,12.914,6.89,6.77,7.0,1.9
2026-06-05 20:45:00,83,20,54.69,27.03,12.56,7.34,7.2,7.47,2.03
2026-06-05 21:00:00,84,21,57.57,26.76,12.291,7.64,7.59,7.68,2.35
2026-06-05 21:15:00,85,21,54.14,26.32,11.849,7.73,7.57,7.89,2.15
2026-06-05 21:30:00,86,21,53.93,26.04,11.572,7.69,7.52,7.85,2.14
2026-06-05 21:45:00,87,21,53.64,25.66,11.198,7.54,7.37,7.71,2.11
2026-06-05 22:00:00,88,22,47.27,25.48,11.015,7.08,6.74,7.44,1.54
2026-06-05 22:15:00,89,22,37.56,25.06,10.599,6.92,6.32,7.57,0.86
2026-06-05 22:30:00,90,22,24.85,24.85,10.386,5.83,5.05,6.74,0.0
2026-06-05 22:45:00,91,22,27.65,24.51,10.045,6.64,5.82,7.58,0.21
2026-06-05 23:00:00,92,23,40.06,24.36,9.894,7.39,6.82,8.0,1.16
2026-06-05 23:15:00,93,23,24.1,24.1,9.637,5.86,5.06,6.79,0.0
2026-06-05 23:30:00,94,23,23.92,23.92,9.456,6.58,5.68,7.63,0.0
2026-06-05 23:45:00,95,23,26.88,23.72,9.258,6.73,5.88,7.71,0.21
