hourstamp,slot,hour,price_ct,floor_ct,spot_ct,forecast_kwh,forecast_lower,forecast_upper,margin_eur
2026-06-05 00:00:00,0,0,23.86,23.86,9.396,7.82,4.79,12.79,0.0
2026-06-05 00:15:00,1,0,23.65,23.65,9.189,5.14,3.14,8.43,0.0
2026-06-05 00:30:00,2,0,23.53,23.53,9.061,6.97,4.25,11.46,0.0
2026-06-05 00:45:00,3,0,26.57,23.41,8.941,9.99,6.35,15.73,0.32
2026-06-05 01:00:00,4,1,23.28,23.28,8.811,5.77,3.5,9.51,0.0
2026-06-05 01:15:00,5,1,23.16,23.16,8.693,6.54,3.96,10.8,0.0
2026-06-05 01:30:00,6,1,23.11,23.11,8.646,7.85,4.75,12.97,0.0
2026-06-05 01:45:00,7,1,23.04,23.04,8.578,4.01,2.43,6.64,0.0
2026-06-05 02:00:00,8,2,23.0,23.0,8.532,0.77,0.46,1.27,0.0
2026-06-05 02:15:00,9,2,22.93,22.93,8.466,0.82,0.5,1.36,0.0
2026-06-05 02:30:00,10,2,22.92,22.92,8.456,0.79,0.48,1.31,0.0
2026-06-05 02:45:00,11,2,22.91,22.91,8.441,0.78,0.47,1.29,0.0
2026-06-05 03:00:00,12,3,22.82,22.82,8.353,0.81,0.49,1.35,0.0
2026-06-05 03:15:00,13,3,22.83,22.83,8.362,0.81,0.49,1.34,0.0
2026-06-05 03:30:00,14,3,22.88,22.88,8.417,0.82,0.49,1.35,0.0
2026-06-05 03:45:00,15,3,22.93,22.93,8.468,2.36,1.43,3.91,0.0
2026-06-05 04:00:00,16,4,22.93,22.93,8.461,2.13,1.29,3.53,0.0
2026-06-05 04:15:00,17,4,23.01,23.01,8.543,1.44,0.87,2.39,0.0
2026-06-05 04:30:00,18,4,23.18,23.18,8.719,0.79,0.48,1.31,0.0
2026-06-05 04:45:00,19,4,23.4,23.4,8.932,0.81,0.49,1.34,0.0
2026-06-05 05:00:00,20,5,23.43,23.43,8.963,0.69,0.42,1.14,0.0
2026-06-05 05:15:00,21,5,23.77,23.77,9.305,0.76,0.46,1.24,0.0
2026-06-05 05:30:00,22,5,24.06,24.06,9.594,0.64,0.39,1.04,0.0
2026-06-05 05:45:00,23,5,24.43,24.43,9.962,1.5,0.93,2.44,0.0
2026-06-05 06:00:00,24,6,25.06,25.06,10.59,2.73,1.7,4.39,0.0
2026-06-05 06:15:00,25,6,25.39,25.39,10.924,6.23,3.89,9.97,0.0
2026-06-05 06:30:00,26,6,31.75,25.53,11.065,8.42,5.75,12.33,0.52
2026-06-05 06:45:00,27,6,37.99,25.54,11.074,8.95,6.67,12.01,1.11
2026-06-05 07:00:00,28,7,26.48,26.48,12.011,2.86,2.09,3.93,0.0
2026-06-05 07:15:00,29,7,26.33,26.33,11.861,5.33,3.88,7.33,0.0
2026-06-05 07:30:00,30,7,69.49,26.13,11.668,7.85,7.09,8.69,3.4
2026-06-05 07:45:00,31,7,150.0,25.71,11.243,10.92,4.5,26.5,13.58
2026-06-05 08:00:00,32,8,150.0,26.15,11.68,11.82,4.87,28.69,14.65
2026-06-05 08:15:00,33,8,150.0,25.59,11.12,13.42,5.53,32.55,16.69
2026-06-05 08:30:00,34,8,150.0,25.11,10.64,13.4,5.52,32.52,16.74
2026-06-05 08:45:00,35,8,150.0,24.51,10.046,14.25,5.88,34.59,17.89
2026-06-05 09:00:00,36,9,150.0,24.08,9.615,16.55,6.82,40.15,20.84
2026-06-05 09:15:00,37,9,150.0,23.46,8.993,14.45,5.96,35.06,18.28
2026-06-05 09:30:00,38,9,150.0,23.03,8.56,12.68,5.23,30.76,16.1
2026-06-05 09:45:00,39,9,150.0,22.6,8.134,11.31,4.66,27.44,14.41
2026-06-05 10:00:00,40,10,63.55,21.93,7.465,8.21,7.86,8.58,3.42
2026-06-05 10:15:00,41,10,66.51,21.55,7.086,7.26,6.75,7.8,3.26
2026-06-05 10:30:00,42,10,66.35,21.31,6.845,8.57,7.98,9.2,3.86
2026-06-05 10:45:00,43,10,66.19,21.06,6.591,8.38,7.82,8.99,3.78
2026-06-05 11:00:00,44,11,65.82,20.49,6.024,7.3,6.83,7.79,3.31
2026-06-05 11:15:00,45,11,65.68,20.28,5.817,7.11,6.66,7.58,3.23
2026-06-05 11:30:00,46,11,65.62,20.18,5.712,8.26,7.75,8.81,3.75
2026-06-05 11:45:00,47,11,68.79,20.06,5.597,6.97,6.34,7.66,3.4
2026-06-05 12:00:00,48,12,65.22,19.57,5.1,8.39,7.9,8.91,3.83
2026-06-05 12:15:00,49,12,68.4,19.44,4.975,6.89,6.29,7.55,3.37
2026-06-05 12:30:00,50,12,68.39,19.42,4.953,7.11,6.5,7.79,3.48
2026-06-05 12:45:00,51,12,65.09,19.37,4.905,7.74,7.3,8.21,3.54
2026-06-05 13:00:00,52,13,64.79,18.92,4.449,7.18,6.79,7.59,3.29
2026-06-05 13:15:00,53,13,64.89,19.06,4.597,7.08,6.69,7.49,3.24
2026-06-05 13:30:00,54,13,64.97,19.19,4.726,8.22,7.76,8.71,3.76
2026-06-05 13:45:00,55,13,65.1,19.38,4.917,8.7,8.21,9.23,3.98
2026-06-05 14:00:00,56,14,64.98,19.2,4.731,8.1,7.65,8.58,3.71
2026-06-05 14:15:00,57,14,68.47,19.56,5.091,7.22,6.59,7.91,3.53
2026-06-05 14:30:00,58,14,65.45,19.93,5.465,8.42,7.92,8.97,3.84
2026-06-05 14:45:00,59,14,65.74,20.37,5.906,8.1,7.59,8.64,3.67
2026-06-05 15:00:00,60,15,75.53,20.49,6.02,6.82,5.81,8.01,3.76
2026-06-05 15:15:00,61,15,75.84,21.02,6.557,7.71,6.55,9.07,4.23
2026-06-05 15:30:00,62,15,79.31,21.47,7.002,6.91,5.68,8.42,4.0
2026-06-05 15:45:00,63,15,79.61,22.03,7.561,7.55,6.19,9.22,4.35
2026-06-05 16:00:00,64,16,82.95,22.29,7.822,7.68,6.09,9.69,4.66
2026-06-05 16:15:00,65,16,83.22,22.8,8.333,7.22,5.71,9.13,4.36
2026-06-05 16:30:00,66,16,80.27,23.22,8.755,7.62,6.2,9.37,4.35
2026-06-05 16:45:00,67,16,80.53,23.7,9.233,7.26,5.89,8.94,4.13
2026-06-05 17:00:00,68,17,150.0,24.66,10.193,4.42,2.42,8.05,5.54
2026-06-05 17:15:00,69,17,150.0,24.94,10.475,3.56,1.96,6.49,4.46
2026-06-05 17:30:00,70,17,150.0,25.28,10.81,3.87,2.12,7.05,4.83
2026-06-05 17:45:00,71,17,150.0,25.64,11.169,4.08,2.24,7.43,5.07
2026-06-05 18:00:00,72,18,150.0,26.77,12.304,4.45,2.44,8.1,5.48
2026-06-05 18:15:00,73,18,150.0,26.81,12.339,3.45,1.89,6.28,4.25
2026-06-05 18:30:00,74,18,128.47,26.98,12.511,4.15,2.63,6.57,4.22
2026-06-05 18:45:00,75,18,128.49,27.08,12.61,4.2,2.65,6.63,4.26
2026-06-05 19:00:00,76,19,110.35,28.01,13.539,4.87,3.47,6.83,4.01
2026-06-05 19:15:00,77,19,119.46,27.83,13.364,4.44,2.98,6.62,4.07
2026-06-05 19:30:00,78,19,55.23,27.72,13.254,7.69,7.51,7.89,2.12
2026-06-05 19:45:00,79,19,27.74,27.74,13.275,9.18,7.47,11.28,0.0
2026-06-05 20:00:00,80,20,61.47,27.89,13.423,7.74,7.66,7.83,2.6
2026-06-05 20:15:00,81,20,55.15,27.61,13.142,7.47,7.35,7.59,2.06
