Datum;Uhrzeit;"ProfilwertkWh";"ProfilwertkW";Spotmarktpreis in ct/kWh;Endkundenpreis in ct/kwh;Arbeitspreis Umspannung ct/kwh;Steuern&Abgaben in ct/kwh;Gewinn
8.10.2025;09:45:00;0,05;0,2;10,591;59;7,48;6,691;1,7119
8.10.2025;10:00:00;0,05;0,2;14,274;59;7,48;6,691;1,52775
8.10.2025;10:15:00;0,05;0,2;12,174;59;7,48;6,691;1,63275
8.10.2025;10:30:00;7,65;30,6;10,737;59;7,48;6,691;260,8038
8.10.2025;10:45:00;30,65;122,6;10,193;59;7,48;6,691;1061,5934
8.10.2025;11:00:00;12,9;51,6;12,301;59;7,48;6,691;419,6112
8.10.2025;11:15:00;7,7;30,8;10,446;59;7,48;6,691;264,7491
8.10.2025;11:30:00;0,8;3,2;9,758;59;7,48;6,691;28,0568
8.10.2025;11:45:00;0,05;0,2;8,825;59;7,48;6,691;1,8002
8.10.2025;12:00:00;0,05;0,2;9,488;59;7,48;6,691;1,76705
8.10.2025;12:15:00;0,05;0,2;9,103;59;7,48;6,691;1,7863
8.10.2025;12:30:00;33,2;132,8;8,878;59;7,48;6,691;1193,5732
8.10.2025;12:45:00;34;136;8,86;59;7,48;6,691;1222,946
8.10.2025;13:00:00;22,1;88,4;9,079;59;7,48;6,691;790,075
8.10.2025;13:15:00;3,8;15,2;9,01;59;7,48;6,691;136,1122
8.10.2025;13:30:00;0,05;0,2;8,917;59;7,48;6,691;1,7956
8.10.2025;13:45:00;21,65;86,6;8,728;59;7,48;6,691;781,58665
8.10.2025;14:00:00;38,9;155,6;8,544;59;7,48;6,691;1411,4865
8.10.2025;14:15:00;17,3;69,2;8,772;59;7,48;6,691;623,7861
8.10.2025;14:30:00;14,35;57,4;9;59;7,48;6,691;514,14615
8.10.2025;14:45:00;33,6;134,4;9,861;59;7,48;6,691;1174,9248
8.10.2025;15:00:00;52,9;211,6;8,91;59;7,48;6,691;1900,1151
8.10.2025;15:15:00;47,5;190;9,372;59;7,48;6,691;1684,2075
8.10.2025;15:30:00;32,25;129;10,134;59;7,48;6,691;1118,91375
8.10.2025;15:45:00;29,4;117,6;11,355;59;7,48;6,691;984,1356
8.10.2025;16:00:00;0,75;3;9,315;59;7,48;6,691;26,6355
8.10.2025;16:15:00;0,05;0,2;10,22;59;7,48;6,691;1,73045
8.10.2025;16:30:00;0,05;0,2;12,744;59;7,48;6,691;1,60425
8.10.2025;16:45:00;0,05;0,2;14,707;59;7,48;6,691;1,5061
8.10.2025;17:00:00;0,05;0,2;10,283;59;7,48;6,691;1,7273
8.10.2025;17:15:00;0,05;0,2;12,324;59;7,48;6,691;1,62525
8.10.2025;17:30:00;1,4;5,6;15,533;59;7,48;6,691;41,0144
8.10.2025;17:45:00;7,65;30,6;21,652;59;7,48;6,691;177,30405
8.10.2025;18:00:00;5,5;22;13,554;59;7,48;6,691;172,0125
8.10.2025;18:15:00;1,55;6,2;14,76;59;7,48;6,691;46,60695
8.10.2025;18:30:00;3,9;15,6;20,453;59;7,48;6,691;95,0664
8.10.2025;18:45:00;2,8;11,2;24,756;59;7,48;6,691;56,2044
8.10.2025;19:00:00;0,3;1,2;23,593;59;7,48;6,691;6,3708
8.10.2025;19:15:00;30,6;122,4;20,462;59;7,48;6,691;745,6302
8.10.2025;19:30:00;40;160;18,046;59;7,48;6,691;1071,32
8.10.2025;19:45:00;16,85;67,4;17,5;59;7,48;6,691;460,49365
8.10.2025;20:00:00;6,4;25,6;17,048;59;7,48;6,691;177,7984
8.10.2025;20:15:00;3,8;15,2;14,996;59;7,48;6,691;113,3654
8.10.2025;20:30:00;1,9;7,6;12,809;59;7,48;6,691;60,838
8.10.2025;20:45:00;0,6;2,4;11,825;59;7,48;6,691;19,8024
8.10.2025;21:00:00;0,1;0,4;12,888;59;7,48;6,691;3,1941
8.10.2025;21:15:00;0,05;0,2;11,794;59;7,48;6,691;1,65175
8.10.2025;21:30:00;0,1;0,4;10,929;59;7,48;6,691;3,39
8.10.2025;21:45:00;0,05;0,2;10,285;59;7,48;6,691;1,7272
8.10.2025;22:00:00;0,1;0,4;11,461;59;7,48;6,691;3,3368
8.10.2025;22:15:00;0,05;0,2;11,393;59;7,48;6,691;1,6718
8.10.2025;22:30:00;0,1;0,4;10,649;59;7,48;6,691;3,418
8.10.2025;22:45:00;0,45;1,8;9,793;59;7,48;6,691;15,7662
8.10.2025;23:00:00;11,45;45,8;10,606;59;7,48;6,691;391,85335
8.10.2025;23:15:00;0,1;0,4;9,979;59;7,48;6,691;3,485
8.10.2025;23:30:00;0,05;0,2;9,548;59;7,48;6,691;1,76405
8.10.2025;23:45:00;0,1;0,4;9;59;7,48;6,691;3,5829
9.10.2025;00:00:00;0,05;0,2;10,922;59;7,48;6,691;1,69535
9.10.2025;00:15:00;0,1;0,4;10,001;59;7,48;6,691;3,4828
9.10.2025;00:30:00;0,05;0,2;9,088;59;7,48;6,691;1,78705
9.10.2025;00:45:00;0,1;0,4;8,875;59;7,48;6,691;3,5954
9.10.2025;01:00:00;0,1;0,4;9,17;59;7,48;6,691;3,5659
9.10.2025;01:15:00;0,05;0,2;9,333;59;7,48;6,691;1,7748
9.10.2025;01:30:00;0,1;0,4;9,232;59;7,48;6,691;3,5597
9.10.2025;01:45:00;0,05;0,2;9,298;59;7,48;6,691;1,77655
9.10.2025;02:00:00;0,1;0,4;9,605;59;7,48;6,691;3,5224
9.10.2025;02:15:00;0,05;0,2;9,232;59;7,48;6,691;1,77985
9.10.2025;02:30:00;0,1;0,4;9,228;59;7,48;6,691;3,5601
9.10.2025;02:45:00;0,05;0,2;9,24;59;7,48;6,691;1,77945
9.10.2025;03:00:00;0,1;0,4;9,336;59;7,48;6,691;3,5493
9.10.2025;03:15:00;0,05;0,2;8,99;59;7,48;6,691;1,79195
9.10.2025;03:30:00;0,1;0,4;8,997;59;7,48;6,691;3,5832
9.10.2025;03:45:00;0,05;0,2;9,004;59;7,48;6,691;1,79125
9.10.2025;04:00:00;0,1;0,4;8,694;59;7,48;6,691;3,6135
9.10.2025;04:15:00;0,05;0,2;8,903;59;7,48;6,691;1,7963
9.10.2025;04:30:00;0,1;0,4;9,249;59;7,48;6,691;3,558
9.10.2025;04:45:00;0,05;0,2;10,234;59;7,48;6,691;1,72975
9.10.2025;05:00:00;0,1;0,4;8,741;59;7,48;6,691;3,6088
9.10.2025;05:15:00;0,05;0,2;9,181;59;7,48;6,691;1,7824
9.10.2025;05:30:00;0,1;0,4;10,43;59;7,48;6,691;3,4399
9.10.2025;05:45:00;0,1;0,4;12,109;59;7,48;6,691;3,272
9.10.2025;06:00:00;0,05;0,2;10,235;59;7,48;6,691;1,7297
9.10.2025;06:15:00;0,1;0,4;12,142;59;7,48;6,691;3,2687
9.10.2025;06:30:00;0,05;0,2;13,235;59;7,48;6,691;1,5797
9.10.2025;06:45:00;0,1;0,4;14,62;59;7,48;6,691;3,0209
9.10.2025;07:00:00;0,05;0,2;12,535;59;7,48;6,691;1,6147
9.10.2025;07:15:00;24,35;97,4;14,635;59;7,48;6,691;735,2239
9.10.2025;07:30:00;25,9;103,6;15,611;59;7,48;6,691;756,7462
9.10.2025;07:45:00;16,15;64,6;15,219;59;7,48;6,691;478,2015
9.10.2025;08:00:00;20,3;81,2;17,225;59;7,48;6,691;560,3612
9.10.2025;08:15:00;7;28;15,298;59;7,48;6,691;206,717
9.10.2025;08:30:00;0,05;0,2;14,38;59;7,48;6,691;1,52245
9.10.2025;08:45:00;0,05;0,2;13,057;59;7,48;6,691;1,5886
9.10.2025;09:00:00;0,05;0,2;16,646;59;7,48;6,691;1,40915
9.10.2025;09:15:00;0,05;0,2;13,441;59;7,48;6,691;1,5694
9.10.2025;09:30:00;0,05;0,2;12,299;59;7,48;6,691;1,6265
9.10.2025;09:45:00;0,05;0,2;10,609;59;7,48;6,691;1,711
9.10.2025;10:00:00;0,05;0,2;13,155;59;7,48;6,691;1,5837
9.10.2025;10:15:00;28,95;115,8;11,386;59;7,48;6,691;968,17485
9.10.2025;10:30:00;22,05;88,2;10,23;59;7,48;6,691;762,90795
9.10.2025;10:45:00;18,7;74,8;9,104;59;7,48;6,691;668,0575
9.10.2025;11:00:00;21,4;85,6;10,652;59;7,48;6,691;731,3878
9.10.2025;11:15:00;15;60;10,213;59;7,48;6,691;519,24
9.10.2025;11:30:00;18,5;74;9,164;59;7,48;6,691;659,8025
9.10.2025;11:45:00;12,85;51,4;8,756;59;7,48;6,691;463,53805
9.10.2025;12:00:00;5,65;22,6;10,033;59;7,48;6,691;196,5974
9.10.2025;12:15:00;32,55;130,2;9,22;59;7,48;6,691;1159,07295
9.10.2025;12:30:00;26,4;105,6;8,793;59;7,48;6,691;951,3504
9.10.2025;12:45:00;6,15;24,6;8,363;59;7,48;6,691;224,2659
9.10.2025;13:00:00;0,05;0,2;8,901;59;7,48;6,691;1,7964
9.10.2025;13:15:00;0,05;0,2;8,822;59;7,48;6,691;1,80035
9.10.2025;13:30:00;0,05;0,2;8,465;59;7,48;6,691;1,8182
9.10.2025;13:45:00;0,05;0,2;7,153;59;7,48;6,691;1,8838
9.10.2025;14:00:00;0,05;0,2;7,777;59;7,48;6,691;1,8526
9.10.2025;14:15:00;0,05;0,2;8,377;59;7,48;6,691;1,8226
9.10.2025;14:30:00;13,65;54,6;8,415;59;7,48;6,691;497,0511
9.10.2025;14:45:00;36,35;145,4;8,711;59;7,48;6,691;1312,8893
9.10.2025;15:00:00;38,35;153,4;7,961;59;7,48;6,691;1413,8878
9.10.2025;15:15:00;22,9;91,6;8,413;59;7,48;6,691;833,9264
9.10.2025;15:30:00;0,7;2,8;8,922;59;7,48;6,691;25,1349
9.10.2025;15:45:00;1,55;6,2;10,235;59;7,48;6,691;53,6207
9.10.2025;16:00:00;27,3;109,2;8,751;59;7,48;6,691;984,9294
9.10.2025;16:15:00;43,2;172,8;8,837;59;7,48;6,691;1554,8544
9.10.2025;16:30:00;36,55;146,2;9,211;59;7,48;6,691;1301,8379
9.10.2025;16:45:00;14,65;58,6;10,031;59;7,48;6,691;509,7907
9.10.2025;17:00:00;48,55;194,2;8,753;59;7,48;6,691;1751,4898
9.10.2025;17:15:00;42,25;169;11,057;59;7,48;6,691;1426,867
9.10.2025;17:30:00;10,9;43,6;11,2;59;7,48;6,691;366,5561
9.10.2025;17:45:00;15,5;62;12,994;59;7,48;6,691;493,4425
9.10.2025;18:00:00;16,8;67,2;11,548;59;7,48;6,691;559,1208
9.10.2025;18:15:00;9,25;37;12,426;59;7,48;6,691;299,72775
9.10.2025;18:30:00;13,25;53;12,656;59;7,48;6,691;426,29225
9.10.2025;18:45:00;10,85;43,4;12,533;59;7,48;6,691;350,4116
9.10.2025;19:00:00;5,85;23,4;12,571;59;7,48;6,691;188,7093
9.10.2025;19:15:00;0,95;3,8;12,643;59;7,48;6,691;30,5767
9.10.2025;19:30:00;0,05;0,2;12,258;59;7,48;6,691;1,62855
9.10.2025;19:45:00;11,5;46;11,773;59;7,48;6,691;380,144
9.10.2025;20:00:00;13,55;54,2;11,972;59;7,48;6,691;445,21235
9.10.2025;20:15:00;11,55;46,2;11,476;59;7,48;6,691;385,22715
9.10.2025;20:30:00;9,05;36,2;11,014;59;7,48;6,691;306,02575
9.10.2025;20:45:00;6,4;25,6;10,483;59;7,48;6,691;219,8144
9.10.2025;21:00:00;1,9;7,6;10,715;59;7,48;6,691;64,8166
9.10.2025;21:15:00;0,1;0,4;10,169;59;7,48;6,691;3,466
9.10.2025;21:30:00;0,05;0,2;9,639;59;7,48;6,691;1,7595
9.10.2025;21:45:00;0,1;0,4;8,714;59;7,48;6,691;3,6115
9.10.2025;22:00:00;0,05;0,2;11,322;59;7,48;6,691;1,67535
9.10.2025;22:15:00;0,1;0,4;9,543;59;7,48;6,691;3,5286
9.10.2025;22:30:00;0,05;0,2;9,093;59;7,48;6,691;1,7868
9.10.2025;22:45:00;0,1;0,4;8,775;59;7,48;6,691;3,6054
9.10.2025;23:00:00;0,1;0,4;9,898;59;7,48;6,691;3,4931
9.10.2025;23:15:00;0,05;0,2;9,055;59;7,48;6,691;1,7887
9.10.2025;23:30:00;0,1;0,4;8,765;59;7,48;6,691;3,6064
9.10.2025;23:45:00;0,05;0,2;7,762;59;7,48;6,691;1,85335
10.10.2025;00:00:00;0,1;0,4;9,572;59;7,48;6,691;3,5257
10.10.2025;00:15:00;0,05;0,2;8,914;59;7,48;6,691;1,79575
10.10.2025;00:30:00;0,1;0,4;8,645;59;7,48;6,691;3,6184
10.10.2025;00:45:00;0,05;0,2;8,073;59;7,48;6,691;1,8378
10.10.2025;01:00:00;0,1;0,4;9,084;59;7,48;6,691;3,5745
10.10.2025;01:15:00;0,05;0,2;8,436;59;7,48;6,691;1,81965
10.10.2025;01:30:00;0,1;0,4;8,35;59;7,48;6,691;3,6479
10.10.2025;01:45:00;0,05;0,2;8,117;59;7,48;6,691;1,8356
10.10.2025;02:00:00;0,1;0,4;8,319;59;7,48;6,691;3,651
10.10.2025;02:15:00;0,05;0,2;7,999;59;7,48;6,691;1,8415
10.10.2025;02:30:00;0,1;0,4;7,891;59;7,48;6,691;3,6938
10.10.2025;02:45:00;0,05;0,2;7,826;59;7,48;6,691;1,85015
10.10.2025;03:00:00;0,1;0,4;7,977;59;7,48;6,691;3,6852
10.10.2025;03:15:00;0,1;0,4;7,87;59;7,48;6,691;3,6959
10.10.2025;03:30:00;0,05;0,2;7,74;59;7,48;6,691;1,85445
10.10.2025;03:45:00;0,1;0,4;7,727;59;7,48;6,691;3,7102
10.10.2025;04:00:00;0,05;0,2;7,877;59;7,48;6,691;1,8476
10.10.2025;04:15:00;0,1;0,4;8,006;59;7,48;6,691;3,6823
10.10.2025;04:30:00;0,05;0,2;7,681;59;7,48;6,691;1,8574
10.10.2025;04:45:00;0,1;0,4;8,12;59;7,48;6,691;3,6709
10.10.2025;05:00:00;0,05;0,2;7,682;59;7,48;6,691;1,85735
10.10.2025;05:15:00;0,1;0,4;8,128;59;7,48;6,691;3,6701
10.10.2025;05:30:00;0,05;0,2;8,479;59;7,48;6,691;1,8175
10.10.2025;05:45:00;0,1;0,4;10,14;59;7,48;6,691;3,4689
10.10.2025;06:00:00;0,05;0,2;8,353;59;7,48;6,691;1,8238
10.10.2025;06:15:00;0,1;0,4;10,52;59;7,48;6,691;3,4309
10.10.2025;06:30:00;0,05;0,2;9,933;59;7,48;6,691;1,7448
10.10.2025;06:45:00;0,1;0,4;12,249;59;7,48;6,691;3,258
10.10.2025;07:00:00;0,05;0,2;10,212;59;7,48;6,691;1,73085
10.10.2025;07:15:00;0,1;0,4;11,367;59;7,48;6,691;3,3462
10.10.2025;07:30:00;1,9;7,6;12,529;59;7,48;6,691;61,37
10.10.2025;07:45:00;38,2;152,8;13,622;59;7,48;6,691;1192,1074
10.10.2025;08:00:00;34,35;137,4;15,165;59;7,48;6,691;1018,9584
10.10.2025;08:15:00;48,25;193;13,339;59;7,48;6,691;1519,3925
10.10.2025;08:30:00;35,25;141;10,94;59;7,48;6,691;1194,58725
10.10.2025;08:45:00;35,3;141,2;9,601;59;7,48;6,691;1243,5484
10.10.2025;09:00:00;55,6;222,4;14,383;59;7,48;6,691;1692,7976
10.10.2025;09:15:00;47,5;190;11,207;59;7,48;6,691;1597,045
10.10.2025;09:30:00;11,4;45,6;9,673;59;7,48;6,691;400,7784
10.10.2025;09:45:00;0,05;0,2;7,843;59;7,48;6,691;1,8493
10.10.2025;10:00:00;1,05;4,2;12,3;59;7,48;6,691;34,15545
10.10.2025;10:15:00;2,75;11;9,317;59;7,48;6,691;97,658
10.10.2025;10:30:00;30;120;8,455;59;7,48;6,691;1091,22
10.10.2025;10:45:00;55,45;221,8;7,131;59;7,48;6,691;2090,3541
10.10.2025;11:00:00;33,1;132,4;9,626;59;7,48;6,691;1165,2193
10.10.2025;11:15:00;8,25;33;7,929;59;7,48;6,691;304,425
10.10.2025;11:30:00;3,5;14;7,904;59;7,48;6,691;129,2375
10.10.2025;11:45:00;0,05;0,2;7,388;59;7,48;6,691;1,87205
10.10.2025;12:00:00;0,05;0,2;8,788;59;7,48;6,691;1,80205
10.10.2025;12:15:00;15,85;63,4;7,984;59;7,48;6,691;583,99325
10.10.2025;12:30:00;25,7;102,8;7,467;59;7,48;6,691;960,2034
10.10.2025;12:45:00;15,45;61,8;6,774;59;7,48;6,691;587,94975
10.10.2025;13:00:00;6,55;26,2;7,607;59;7,48;6,691;243,8041
10.10.2025;13:15:00;1,95;7,8;7,885;59;7,48;6,691;72,0408
10.10.2025;13:30:00;10;40;7,726;59;7,48;6,691;371,03
10.10.2025;13:45:00;2,1;8,4;7,058;59;7,48;6,691;79,3191
10.10.2025;14:00:00;8,35;33,4;5,995;59;7,48;6,691;324,2639
10.10.2025;14:15:00;27,25;109;7,739;59;7,48;6,691;1010,7025
10.10.2025;14:30:00;12,05;48,2;8,007;59;7,48;6,691;443,7051
10.10.2025;14:45:00;27,8;111,2;9,162;59;7,48;6,691;991,5426
10.10.2025;15:00:00;27,2;108,8;7,648;59;7,48;6,691;1011,3232
10.10.2025;15:15:00;16,4;65,6;8,509;59;7,48;6,691;595,648
10.10.2025;15:30:00;20,55;82,2;9,156;59;7,48;6,691;733,08015
10.10.2025;15:45:00;50,45;201,8;10,245;59;7,48;6,691;1744,7628
10.10.2025;16:00:00;26,5;106;7,706;59;7,48;6,691;983,7595
10.10.2025;16:15:00;20,95;83,8;9,153;59;7,48;6,691;747,4122
10.10.2025;16:30:00;39,45;157,8;9,984;59;7,48;6,691;1374,63525
10.10.2025;16:45:00;24,1;96,4;12,3;59;7,48;6,691;783,9489
10.10.2025;17:00:00;9,7;38,8;9,774;59;7,48;6,691;340,0335
10.10.2025;17:15:00;0,05;0,2;11,19;59;7,48;6,691;1,68195
10.10.2025;17:30:00;11,95;47,8;12,339;59;7,48;6,691;388,2555
10.10.2025;17:45:00;11,4;45,6;13,977;59;7,48;6,691;351,7128
10.10.2025;18:00:00;0,05;0,2;10,718;59;7,48;6,691;1,70555
10.10.2025;18:15:00;0,55;2,2;11,75;59;7,48;6,691;18,19345
10.10.2025;18:30:00;9,05;36,2;12,142;59;7,48;6,691;295,81735
10.10.2025;18:45:00;13,95;55,8;13,632;59;7,48;6,691;435,19815
10.10.2025;19:00:00;8,1;32,4;12,481;59;7,48;6,691;262,0188
10.10.2025;19:15:00;3,55;14,2;12,384;59;7,48;6,691;115,17975
10.10.2025;19:30:00;1,65;6,6;12,387;59;7,48;6,691;53,5293
10.10.2025;19:45:00;0,65;2,6;12,064;59;7,48;6,691;21,29725
10.10.2025;20:00:00;0,1;0,4;13,189;59;7,48;6,691;3,164
10.10.2025;20:15:00;0,05;0,2;11,932;59;7,48;6,691;1,64485
10.10.2025;20:30:00;15,2;60,8;11;59;7,48;6,691;514,2008
10.10.2025;20:45:00;0,1;0,4;10,035;59;7,48;6,691;3,4794
10.10.2025;21:00:00;0,1;0,4;11,553;59;7,48;6,691;3,3276
10.10.2025;21:15:00;4,95;19,8;11,095;59;7,48;6,691;166,9833
10.10.2025;21:30:00;10,2;40,8;10,104;59;7,48;6,691;354,195
10.10.2025;21:45:00;6,8;27,2;8,814;59;7,48;6,691;244,902
10.10.2025;22:00:00;2,85;11,4;10,453;59;7,48;6,691;97,9716
10.10.2025;22:15:00;2,85;11,4;10,246;59;7,48;6,691;98,56155
10.10.2025;22:30:00;2,45;9,8;9,794;59;7,48;6,691;85,83575
10.10.2025;22:45:00;0,2;0,8;8,602;59;7,48;6,691;7,2454
10.10.2025;23:00:00;0,05;0,2;9,458;59;7,48;6,691;1,76855
10.10.2025;23:15:00;0,1;0,4;9,297;59;7,48;6,691;3,5532
10.10.2025;23:30:00;0,05;0,2;9,662;59;7,48;6,691;1,75835
10.10.2025;23:45:00;0,1;0,4;8,923;59;7,48;6,691;3,5906
11.10.2025;00:00:00;0,1;0,4;10,278;59;7,48;6,691;3,4551
11.10.2025;00:15:00;0,05;0,2;9,766;59;7,48;6,691;1,75315
11.10.2025;00:30:00;0,1;0,4;8,808;59;7,48;6,691;3,6021
11.10.2025;00:45:00;0,05;0,2;8,335;59;7,48;6,691;1,8247
11.10.2025;01:00:00;0,1;0,4;9,125;59;7,48;6,691;3,5704
11.10.2025;01:15:00;0,05;0,2;8,952;59;7,48;6,691;1,79385
11.10.2025;01:30:00;0,1;0,4;8,74;59;7,48;6,691;3,6089
11.10.2025;01:45:00;0,05;0,2;8,717;59;7,48;6,691;1,8056
11.10.2025;02:00:00;0,1;0,4;8,753;59;7,48;6,691;3,6076
11.10.2025;02:15:00;0,1;0,4;8,863;59;7,48;6,691;3,5966
11.10.2025;02:30:00;0,05;0,2;8,721;59;7,48;6,691;1,8054
11.10.2025;02:45:00;0,1;0,4;8,618;59;7,48;6,691;3,6211
11.10.2025;03:00:00;0,05;0,2;8,626;59;7,48;6,691;1,81015
11.10.2025;03:15:00;0,1;0,4;8,45;59;7,48;6,691;3,6379
11.10.2025;03:30:00;0,05;0,2;8,363;59;7,48;6,691;1,8233
11.10.2025;03:45:00;0,1;0,4;8,231;59;7,48;6,691;3,6598
11.10.2025;04:00:00;0,05;0,2;8,286;59;7,48;6,691;1,82715
11.10.2025;04:15:00;0,1;0,4;8,263;59;7,48;6,691;3,6566
11.10.2025;04:30:00;0,1;0,4;8,079;59;7,48;6,691;3,675
11.10.2025;04:45:00;0,05;0,2;8,183;59;7,48;6,691;1,8323
11.10.2025;05:00:00;0,1;0,4;8,221;59;7,48;6,691;3,6608
11.10.2025;05:15:00;0,05;0,2;8,455;59;7,48;6,691;1,8187
11.10.2025;05:30:00;0,1;0,4;8,513;59;7,48;6,691;3,6316
11.10.2025;05:45:00;0,05;0,2;8,713;59;7,48;6,691;1,8058
11.10.2025;06:00:00;0,1;0,4;8,787;59;7,48;6,691;3,6042
11.10.2025;06:15:00;0,05;0,2;8,897;59;7,48;6,691;1,7966
11.10.2025;06:30:00;0,1;0,4;9,12;59;7,48;6,691;3,5709
11.10.2025;06:45:00;0,1;0,4;9,302;59;7,48;6,691;3,5527
11.10.2025;07:00:00;0,05;0,2;9,671;59;7,48;6,691;1,7579
11.10.2025;07:15:00;0,05;0,2;9,506;59;7,48;6,691;1,76615
11.10.2025;07:30:00;0,1;0,4;9,762;59;7,48;6,691;3,5067
11.10.2025;07:45:00;0,05;0,2;9,762;59;7,48;6,691;1,75335
11.10.2025;08:00:00;0,05;0,2;10,396;59;7,48;6,691;1,72165
11.10.2025;08:15:00;0,05;0,2;10,322;59;7,48;6,691;1,72535
11.10.2025;08:30:00;0,05;0,2;10,137;59;7,48;6,691;1,7346
11.10.2025;08:45:00;0,05;0,2;9,305;59;7,48;6,691;1,7762
11.10.2025;09:00:00;4,6;18,4;10,811;59;7,48;6,691;156,4828
11.10.2025;09:15:00;40,2;160,8;10,002;59;7,48;6,691;1400,0454
11.10.2025;09:30:00;42,85;171,4;8,911;59;7,48;6,691;1539,0863
11.10.2025;09:45:00;11;44;7,46;59;7,48;6,691;411,059
11.10.2025;10:00:00;5,85;23,4;9,736;59;7,48;6,691;205,29405
11.10.2025;10:15:00;0,05;0,2;8,584;59;7,48;6,691;1,81225
11.10.2025;10:30:00;0,05;0,2;7,326;59;7,48;6,691;1,87515
11.10.2025;10:45:00;0,05;0,2;7,327;59;7,48;6,691;1,8751
11.10.2025;11:00:00;0,05;0,2;8,729;59;7,48;6,691;1,805
11.10.2025;11:15:00;0,05;0,2;7,686;59;7,48;6,691;1,85715
11.10.2025;11:30:00;9,95;39,8;7,139;59;7,48;6,691;375,0155
11.10.2025;11:45:00;11,6;46,4;6,054;59;7,48;6,691;449,79
11.10.2025;12:00:00;0,05;0,2;6,344;59;7,48;6,691;1,92425
11.10.2025;12:15:00;0,05;0,2;6,01;59;7,48;6,691;1,94095
11.10.2025;12:30:00;17,95;71,8;5,121;59;7,48;6,691;712,7586
11.10.2025;12:45:00;34,15;136,6;4,692;59;7,48;6,691;1370,67855
11.10.2025;13:00:00;17,75;71;5,167;59;7,48;6,691;704,0005
11.10.2025;13:15:00;10,65;42,6;4,713;59;7,48;6,691;427,2354
11.10.2025;13:30:00;0,05;0,2;4,317;59;7,48;6,691;2,0256
11.10.2025;13:45:00;0,05;0,2;4,512;59;7,48;6,691;2,01585
11.10.2025;14:00:00;36,2;144,8;4,176;59;7,48;6,691;1471,6386
11.10.2025;14:15:00;36,9;147,6;4,854;59;7,48;6,691;1475,0775
11.10.2025;14:30:00;28,25;113;5,274;59;7,48;6,691;1117,42875
11.10.2025;14:45:00;12,35;49,4;6,108;59;7,48;6,691;478,20435
11.10.2025;15:00:00;8,6;34,4;5,455;59;7,48;6,691;338,6164
11.10.2025;15:15:00;30,1;120,4;7,51;59;7,48;6,691;1123,3019
11.10.2025;15:30:00;0,05;0,2;8,96;59;7,48;6,691;1,79345
11.10.2025;15:45:00;0,65;2,6;8,852;59;7,48;6,691;23,38505
11.10.2025;16:00:00;32,4;129,6;6,284;59;7,48;6,691;1248,858
11.10.2025;16:15:00;28,6;114,4;7,617;59;7,48;6,691;1064,2632
11.10.2025;16:30:00;37,2;148,8;8,961;59;7,48;6,691;1334,2896
11.10.2025;16:45:00;69;276;10,598;59;7,48;6,691;2361,939
11.10.2025;17:00:00;58,55;234,2;8,389;59;7,48;6,691;2133,562
11.10.2025;17:15:00;6,95;27,8;9,922;59;7,48;6,691;242,60365
11.10.2025;17:30:00;0,05;0,2;12,609;59;7,48;6,691;1,611
11.10.2025;17:45:00;0,05;0,2;14,682;59;7,48;6,691;1,50735
11.10.2025;18:00:00;0,05;0,2;11,081;59;7,48;6,691;1,6874
11.10.2025;18:15:00;28,95;115,8;12,214;59;7,48;6,691;944,20425
11.10.2025;18:30:00;30,1;120,4;12,99;59;7,48;6,691;958,3539
11.10.2025;18:45:00;8,4;33,6;14,29;59;7,48;6,691;256,5276
11.10.2025;19:00:00;3,3;13,2;13,059;59;7,48;6,691;104,841
11.10.2025;19:15:00;0,1;0,4;13,921;59;7,48;6,691;3,0908
11.10.2025;19:30:00;0,05;0,2;13,031;59;7,48;6,691;1,5899
11.10.2025;19:45:00;0,1;0,4;12,058;59;7,48;6,691;3,2771
11.10.2025;20:00:00;21,85;87,4;14,564;59;7,48;6,691;661,29025
11.10.2025;20:15:00;17,4;69,6;12,834;59;7,48;6,691;556,713
11.10.2025;20:30:00;3,75;15;10,85;59;7,48;6,691;127,42125
11.10.2025;20:45:00;0,1;0,4;10,006;59;7,48;6,691;3,4823
11.10.2025;21:00:00;0,05;0,2;12,58;59;7,48;6,691;1,61245
11.10.2025;21:15:00;0,1;0,4;11,405;59;7,48;6,691;3,3424
11.10.2025;21:30:00;0,05;0,2;11,369;59;7,48;6,691;1,673
11.10.2025;21:45:00;0,1;0,4;9,664;59;7,48;6,691;3,5165
11.10.2025;22:00:00;0,05;0,2;12,25;59;7,48;6,691;1,62895
11.10.2025;22:15:00;0,1;0,4;11,04;59;7,48;6,691;3,3789
11.10.2025;22:30:00;0,1;0,4;10,157;59;7,48;6,691;3,4672
11.10.2025;22:45:00;0,05;0,2;9,316;59;7,48;6,691;1,77565
11.10.2025;23:00:00;0,1;0,4;10,47;59;7,48;6,691;3,4359
11.10.2025;23:15:00;1;4;9,541;59;7,48;6,691;35,288
11.10.2025;23:30:00;39,95;159,8;9,318;59;7,48;6,691;1418,66445
11.10.2025;23:45:00;30;120;8,71;59;7,48;6,691;1083,57
12.10.2025;00:00:00;14,05;56,2;10,873;59;7,48;6,691;477,0818
12.10.2025;00:15:00;0,1;0,4;10,582;59;7,48;6,691;3,4247
12.10.2025;00:30:00;0,1;0,4;8,78;59;7,48;6,691;3,6049
12.10.2025;00:45:00;0,05;0,2;8,236;59;7,48;6,691;1,82965
